registry_name,java_class,category,width,height,model_class,tier,artist_tier,animation_class,status,status_note,geo_file,rig_source,in_game,animation_file,bbmodel_file,spec_file,bones,cubes,clips_shipped,textures_referenced,canonical_textures,expected_scale,expected_shadow,pin_status,harness_proof,hitbox_profile,locked_bones,artist_scope,effort_hours,effort_source,client_files,notes
dragon,Dragon,CREATURE,1.5,1.25,ModelDragon,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelDragon; no geo landed yet — packaged from the reference leg's converter output (reference_dragon.geo.json: the rig is not yet in-game, its bone names final)",reference_dragon.geo.json,reference-leg converter output,no,,dragon.bbmodel,SPEC.md,55,55,0,2,2,1,1.25,pin,reference_model_proofs.json,,11,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",43.2,generator: 8 h + 0.15 h/bone x 55 + 1.5 h/clip x 18 to author or improve (owner adjusts),DragonRenderer,
baby_dragon,BabyDragon,CREATURE,1,1.4,ModelDragon,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelDragon; no geo landed yet — packaged from the reference leg's converter output (reference_dragon.geo.json: the rig is not yet in-game, its bone names final)",reference_dragon.geo.json,reference-leg converter output,no,,baby_dragon.bbmodel,SPEC.md,55,55,0,2,2,,,no pin,reference_model_proofs.json,,11,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",43.2,generator: 8 h + 0.15 h/bone x 55 + 1.5 h/clip x 18 to author or improve (owner adjusts),BabyDragonRenderer,
cannon_fodder,EntityCannonFodder,CREATURE,0.6,0.6,CannonFodderModel,2,Tier 2,gait-scaled — trigonometric pose depends on limbSwingAmount,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,cannonfodder.geo.json,shipped,yes,cannonfodder.animation.json,cannon_fodder.bbmodel,SPEC.md,6,6,0,1,1,,,no pin,,,0,"full contract (Tier 2, the gait-scaled (a walk-distance gait) class: geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2)",13.2,generator: 4 h + 0.2 h/bone x 6 + 1 h/clip x 8 to author or improve (owner adjusts),CannonFodderRenderer;CannonFodderGeoReplacement;CannonFodderModel,
gamma_metroid,EntityGammaMetroid,MONSTER,1.5,1.5,GammaMetroidModel,2,Tier 2,simple cyclic — time/phase-driven trigonometric pose,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,gammametroid.geo.json,shipped,yes,gammametroid.animation.json,gamma_metroid.bbmodel,SPEC.md,21,21,0,1,1,0.9,0.675,pin,,,0,"full contract (Tier 2, the simple-cyclic (with a |cos| channel) class: geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2)",18.2,generator: 4 h + 0.2 h/bone x 21 + 1 h/clip x 10 to author or improve (owner adjusts),GammaMetroidRenderer;GammaMetroidGeoReplacement;GammaMetroidModel,
girlfriend,Girlfriend,CREATURE,0.5,1.6,ModelGirlfriend,2,Tier 2,gait-scaled — inherits HumanoidModel movement-scaled gait,classic only,"Tier 2 model ModelGirlfriend; no geo landed yet — packaged from the reference leg's converter output (reference_girlfriend.geo.json: the rig is not yet in-game, its bone names final)",reference_girlfriend.geo.json,reference-leg converter output,no,,girlfriend.bbmodel,SPEC.md,7,7,0,42,42,1,0.5,pin,reference_model_proofs.json,,0,"full contract (Tier 2, the gait-scaled class (the vanilla biped: distance-phased limbs, time-phased arm sway): geckolib_migration_design.md section 5); the rig is not yet in-game (it lands on the hook in a Tier-2 slice as the Cannon Fodder did) - packaged from the reference leg's converter output over ModelGirlfriend's compiled LayerDefinition (reference_girlfriend, a geometry-only entry with no 1.7.10 source: TEST-010 (a), owner 2026-09-14, item 4); the seven vanilla HumanoidModel bone names are final",17.4,generator: 4 h + 0.2 h/bone x 7 + 1 h/clip x 12 to author or improve (owner adjusts),GirlfriendRenderer,
hydrolisc,EntityHydrolisc,CREATURE,0.5,0.5,HydroliscModel,2,Tier 2,state-branching — setupAnim branches on entity state,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,hydrolisc.geo.json,shipped,yes,hydrolisc.animation.json,hydrolisc.bbmodel,SPEC.md,40,40,0,1,1,0.65,0.4225,pin,,,0,"full contract (Tier 2, the state-branching class (a sitting branch on the tail; the crest scaled by health): geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2): in-game through the seam behind the dev switch since the fifth Tier-2 slice (T2e, 2026-09-15)",24,generator: 4 h + 0.2 h/bone x 40 + 1 h/clip x 12 to author or improve (owner adjusts),HydroliscRenderer;HydroliscGeoReplacement;HydroliscModel,
leon,EntityLeon,CREATURE,3.5,8.25,LeonModel,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model LeonModel; no geo landed yet — packaged from the reference leg's converter output (reference_leon.geo.json: the rig is not yet in-game, its bone names final)",reference_leon.geo.json,reference-leg converter output,no,,leon.bbmodel,SPEC.md,98,98,0,1,1,1.75,1.75,pin,reference_model_proofs.json,,22,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",57.2,generator: 8 h + 0.15 h/bone x 98 + 1.5 h/clip x 23 to author or improve (owner adjusts),LeonRenderer;LeonModel,
leonopteryx,EntityLeon,CREATURE,3.5,8.25,LeonModel,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model LeonModel; no geo landed yet — packaged from the reference leg's converter output (reference_leon.geo.json: the rig is not yet in-game, its bone names final)",reference_leon.geo.json,reference-leg converter output,no,,leonopteryx.bbmodel,SPEC.md,98,98,0,1,1,1.75,1.75,pin,reference_model_proofs.json,,22,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",57.2,generator: 8 h + 0.15 h/bone x 98 + 1.5 h/clip x 23 to author or improve (owner adjusts),LeonRenderer;LeonModel,
lizard,Lizard,CREATURE,1.5,1.25,LizardModel,2,Tier 2,state-branching — setupAnim branches on entity state,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,lizard.geo.json,shipped,yes,lizard.animation.json,lizard.bbmodel,SPEC.md,71,71,0,1,1,1,0.75,pin,,,0,"full contract (Tier 2, the state-branching class (an attacking branch on the jaw and tail): geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2): in-game through the seam behind the dev switch since the fifth Tier-2 slice (T2e, 2026-09-15)",30.2,generator: 4 h + 0.2 h/bone x 71 + 1 h/clip x 12 to author or improve (owner adjusts),LizardRenderer;LizardGeoReplacement;LizardModel,
ostrich,Ostrich,CREATURE,0.85,2.1,OstrichModel,2,Tier 2,state-branching — setupAnim branches on entity state,classic only,"Tier 2 model OstrichModel; no geo landed yet — packaged from the reference leg's converter output (reference_ostrich.geo.json: the rig is not yet in-game, its bone names final)",reference_ostrich.geo.json,reference-leg converter output,no,,ostrich.bbmodel,SPEC.md,38,38,0,1,1,1,0.55,pin,reference_model_proofs.json,,0,"full contract (Tier 2, the state-branching class: geckolib_migration_design.md section 5); the rig is not yet in-game (it lands through the seam in a later slice)",22.6,generator: 4 h + 0.2 h/bone x 38 + 1 h/clip x 11 to author or improve (owner adjusts),OstrichRenderer;OstrichModel,
rubber_ducky,EntityRubberDucky,WATER_CREATURE,0.33,0.5,RubberDuckyModel,2,Tier 2,simple cyclic — time/phase-driven trigonometric pose,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,rubberducky.geo.json,shipped,yes,rubberducky.animation.json,rubber_ducky.bbmodel,SPEC.md,8,8,0,1,1,0.75,0.1125,pin,,,0,"full contract (Tier 2, the simple-cyclic (with a |cos| channel and a head look) class: geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2)",15.6,generator: 4 h + 0.2 h/bone x 8 + 1 h/clip x 10 to author or improve (owner adjusts),RubberDuckyRenderer;RubberDuckyGeoReplacement;RubberDuckyModel,
spyro,EntitySpyro,CREATURE,0.5,0.5,SpyroModel,2,Tier 2,state-branching — setupAnim branches on entity state,classic only,"Tier 2 model SpyroModel; no geo landed yet — packaged from the reference leg's converter output (reference_spyro.geo.json: the rig is not yet in-game, its bone names final)",reference_spyro.geo.json,reference-leg converter output,no,,spyro.bbmodel,SPEC.md,37,37,0,1,1,0.75,0.4875,pin,reference_model_proofs.json,,0,"full contract (Tier 2, the state-branching class: geckolib_migration_design.md section 5); the rig is not yet in-game (it lands through the seam in a later slice)",24.4,generator: 4 h + 0.2 h/bone x 37 + 1 h/clip x 13 to author or improve (owner adjusts),SpyroRenderer;SpyroModel,
stinky,EntityStinky,CREATURE,0.75,0.75,StinkyModel,2,Tier 2,state-branching — setupAnim branches on entity state,classic only,"Tier 2 model StinkyModel; no geo landed yet — packaged from the reference leg's converter output (reference_stinky.geo.json: the rig is not yet in-game, its bone names final)",reference_stinky.geo.json,reference-leg converter output,no,,stinky.bbmodel,SPEC.md,20,20,0,1,1,1,0.75,pin,reference_model_proofs.json,,0,"full contract (Tier 2, the state-branching class: geckolib_migration_design.md section 5); the rig is not yet in-game (it lands through the seam in a later slice)",21,generator: 4 h + 0.2 h/bone x 20 + 1 h/clip x 13 to author or improve (owner adjusts),StinkyRenderer;StinkyModel,
the_prince,ThePrince,CREATURE,0.75,1.25,ModelThePrince,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelThePrince; no geo landed yet — packaged from the reference leg's converter output (reference_theprince.geo.json: the rig is not yet in-game, its bone names final)",reference_theprince.geo.json,reference-leg converter output,no,,the_prince.bbmodel,SPEC.md,35,35,0,1,1,0.75,0.5625,pin,reference_model_proofs.json,,10,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",37.2,generator: 8 h + 0.15 h/bone x 35 + 1.5 h/clip x 16 to author or improve (owner adjusts),ThePrinceRenderer,
the_prince_adult,ThePrinceAdult,CREATURE,6.25,10.25,ModelThePrinceAdult,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelThePrinceAdult; no geo landed yet — packaged from the reference leg's converter output (reference_theprinceadult.geo.json: the rig is not yet in-game, its bone names final)",reference_theprinceadult.geo.json,reference-leg converter output,no,,the_prince_adult.bbmodel,SPEC.md,119,119,0,1,1,1,1.2,pin,reference_model_proofs.json,,17,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",61.8,generator: 8 h + 0.15 h/bone x 119 + 1.5 h/clip x 24 to author or improve (owner adjusts),ThePrinceAdultRenderer,
the_princess,ThePrincess,CREATURE,0.75,1.25,ModelThePrincess,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelThePrincess; no geo landed yet — packaged from the reference leg's converter output (reference_theprincess.geo.json: the rig is not yet in-game, its bone names final)",reference_theprincess.geo.json,reference-leg converter output,no,,the_princess.bbmodel,SPEC.md,37,37,0,1,1,0.7,0.49,pin,reference_model_proofs.json,,10,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",42,generator: 8 h + 0.15 h/bone x 37 + 1.5 h/clip x 19 to author or improve (owner adjusts),ThePrincessRenderer,
the_prince_teen,ThePrinceTeen,CREATURE,3.25,4.25,ModelThePrinceTeen,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelThePrinceTeen; no geo landed yet — packaged from the reference leg's converter output (reference_theprinceteen.geo.json: the rig is not yet in-game, its bone names final)",reference_theprinceteen.geo.json,reference-leg converter output,no,,the_prince_teen.bbmodel,SPEC.md,71,71,0,1,1,1.25,1.25,pin,reference_model_proofs.json,,16,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",42.6,generator: 8 h + 0.15 h/bone x 71 + 1.5 h/clip x 16 to author or improve (owner adjusts),ThePrinceTeenRenderer,
velocity_raptor,VelocityRaptor,CREATURE,0.5,0.6,VelocityRaptorModel,2,Tier 2,gait-scaled — trigonometric pose depends on limbSwingAmount,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,velocityraptor.geo.json,shipped,yes,velocityraptor.animation.json,velocity_raptor.bbmodel,SPEC.md,34,34,0,1,1,0.75,0.4125,pin,,,0,"full contract (Tier 2, the gait-scaled class: geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2): in-game through the seam behind the dev switch since the fifth Tier-2 slice (T2e, 2026-09-15)",24.8,generator: 4 h + 0.2 h/bone x 34 + 1 h/clip x 14 to author or improve (owner adjusts),VelocityRaptorRenderer;VelocityRaptorGeoReplacement;VelocityRaptorModel,
water_dragon,WaterDragon,WATER_CREATURE,1.25,1.9,ModelWaterDragon,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelWaterDragon; no geo landed yet — packaged from the reference leg's converter output (reference_waterdragon.geo.json: the rig is not yet in-game, its bone names final)",reference_waterdragon.geo.json,reference-leg converter output,no,,water_dragon.bbmodel,SPEC.md,24,24,0,1,1,1.1,0.935,pin,reference_model_proofs.json,,11,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",40.1,generator: 8 h + 0.15 h/bone x 24 + 1.5 h/clip x 19 to author or improve (owner adjusts),WaterDragonRenderer,
butterfly,EntityButterfly,AMBIENT,0.4,0.4,ButterflyModel,1,Tier 1 (boss),simple cyclic — time/phase-driven trigonometric pose,classic only,"Tier 1 model ButterflyModel; no geo landed yet — packaged from the reference leg's converter output (reference_butterfly.geo.json: the rig is not yet in-game, its bone names final)",reference_butterfly.geo.json,reference-leg converter output,no,,butterfly.bbmodel,SPEC.md,10,10,0,4,4,1,0.3,pin,reference_model_proofs.json,,0,"full contract (Tier 1, the simple-cyclic class: geckolib_migration_design.md section 5) with the §8.1 locks (none pre-declared: the design's section 6 keeps this consumer of the shared ButterflyModel single-box); the rig is not yet in-game (it lands through the seam in a later slice)",18.5,generator: 8 h + 0.15 h/bone x 10 + 1.5 h/clip x 6 to author or improve (owner adjusts),ButterflyRenderer;ButterflyModel,
luna_moth,EntityLunaMoth,AMBIENT,0.5,0.5,ButterflyModel,1,Tier 1 (boss),simple cyclic — time/phase-driven trigonometric pose,classic only,"Tier 1 model ButterflyModel; no geo landed yet — packaged from the reference leg's converter output (reference_butterfly.geo.json: the rig is not yet in-game, its bone names final)",reference_butterfly.geo.json,reference-leg converter output,no,,luna_moth.bbmodel,SPEC.md,10,10,0,4,4,1.5,0.6,pin,reference_model_proofs.json,,0,"full contract (Tier 1, the simple-cyclic class: geckolib_migration_design.md section 5) with the §8.1 locks (none pre-declared: the design's section 6 keeps this consumer of the shared ButterflyModel single-box); the rig is not yet in-game (it lands through the seam in a later slice)",17,generator: 8 h + 0.15 h/bone x 10 + 1.5 h/clip x 5 to author or improve (owner adjusts),LunaMothRenderer,
mosquito,EntityMosquito,AMBIENT,0.2,0.2,MosquitoModel,2,Tier 2,simple cyclic — time/phase-driven trigonometric pose,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,mosquito.geo.json,shipped,yes,mosquito.animation.json,mosquito.bbmodel,SPEC.md,5,5,2,1,1,0.5,0.15,pin,,,0,"full contract (Tier 2, the simple-cyclic class: geckolib_migration_design.md section 5)",9,generator: 4 h + 0.2 h/bone x 5 + 1 h/clip x 4 to author or improve (owner adjusts),MosquitoRenderer;MosquitoGeoReplacement;MosquitoModel,
fairy,Fairy,AMBIENT,0.4,0.8,FairyModel,2,Tier 2,simple cyclic — time/phase-driven trigonometric pose,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,fairy.geo.json,shipped,yes,fairy.animation.json,fairy.bbmodel,SPEC.md,15,15,0,9,9,0.35,0.035,pin,,,0,"full contract (Tier 2, the simple-cyclic (with a head look) class: geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2)",19,generator: 4 h + 0.2 h/bone x 15 + 1 h/clip x 12 to author or improve (owner adjusts),FairyRenderer;FairyGeoReplacement;FairyModel,
firefly,Firefly,AMBIENT,0.4,0.8,FireflyModel,2,Tier 2,simple cyclic — time/phase-driven trigonometric pose,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,firefly.geo.json,shipped,yes,firefly.animation.json,firefly.bbmodel,SPEC.md,12,12,2,1,1,0.75,0.15,pin,,,0,"full contract (Tier 2, the simple-cyclic class: geckolib_migration_design.md section 5)",10.4,generator: 4 h + 0.2 h/bone x 12 + 1 h/clip x 4 to author or improve (owner adjusts),FireflyRenderer;FireflyGeoReplacement;FireflyModel,
ghost,Ghost,MONSTER,0.5,1.5,GhostModel,2,Tier 2,simple cyclic — time/phase-driven trigonometric pose,classic only,"Tier 2 model GhostModel; no geo landed yet — packaged from the reference leg's converter output (reference_ghost.geo.json: the rig is not yet in-game, its bone names final)",reference_ghost.geo.json,reference-leg converter output,no,,ghost.bbmodel,SPEC.md,3,3,0,1,1,0.65,0,pin,reference_model_proofs.json,,0,"full contract (Tier 2, the simple-cyclic class: geckolib_migration_design.md section 5); the rig is not yet in-game (it lands through the seam in a later slice)",16.6,generator: 4 h + 0.2 h/bone x 3 + 1 h/clip x 12 to author or improve (owner adjusts),GhostRenderer;GhostModel,
ghost_skelly,GhostSkelly,MONSTER,1.5,2,GhostSkellyModel,2,Tier 2,state-branching — setupAnim branches on entity state,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,ghostskelly.geo.json,shipped,yes,ghostskelly.animation.json,ghost_skelly.bbmodel,SPEC.md,10,10,0,1,1,1.05,0,pin,,,0,"full contract (Tier 2, the state-branching class (a client-side head-swivel latch): geckolib_migration_design.md section 5); ON THE HOOK until idle and walk are delivered (Amendment 2): in-game through the seam behind the dev switch since the fifth Tier-2 slice (T2e, 2026-09-15)",19,generator: 4 h + 0.2 h/bone x 10 + 1 h/clip x 13 to author or improve (owner adjusts),GhostSkellyRenderer;GhostSkellyGeoReplacement;GhostSkellyModel,
mothra,Mothra,MONSTER,5,2,ButterflyModel,1,Tier 1 (boss),simple cyclic — time/phase-driven trigonometric pose,classic only,"Tier 1 model ButterflyModel; no geo landed yet — packaged from the reference leg's converter output (reference_butterfly.geo.json: the rig is not yet in-game, its bone names final)",reference_butterfly.geo.json,reference-leg converter output,no,,mothra.bbmodel,SPEC.md,10,10,0,1,1,10,7.5,pin,reference_model_proofs.json,,4,"full contract (Tier 1, the simple-cyclic class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",18.5,generator: 8 h + 0.15 h/bone x 10 + 1.5 h/clip x 6 to author or improve (owner adjusts),MothraRenderer,
vampire_butterfly,VampireButterfly,MONSTER,0.5,0.5,ButterflyModel,1,Tier 1 (boss),simple cyclic — time/phase-driven trigonometric pose,classic only,"Tier 1 model ButterflyModel; no geo landed yet — packaged from the reference leg's converter output (reference_butterfly.geo.json: the rig is not yet in-game, its bone names final)",reference_butterfly.geo.json,reference-leg converter output,no,,vampire_butterfly.bbmodel,SPEC.md,10,10,0,1,1,,,no pin,reference_model_proofs.json,,0,"full contract (Tier 1, the simple-cyclic class: geckolib_migration_design.md section 5) with the §8.1 locks (none pre-declared: the design's section 6 keeps this consumer of the shared ButterflyModel single-box); the rig is not yet in-game (it lands through the seam in a later slice)",18.5,generator: 8 h + 0.15 h/bone x 10 + 1.5 h/clip x 6 to author or improve (owner adjusts),VampireButterflyRenderer,
ant_robot,AntRobot,MISC,2.75,1.25,ModelAntRobot,0,Tier 0,FK-chained — external server-authoritative gait/IK solver,excluded,"Tier 0 (ModelAntRobot): solver-fed / native rig, no artist conversion",,none,,,,,,,,1,1,1,0.99,pin,,ant_robot,,,,,AntRobotRenderer,
elevator,Elevator,MISC,1.25,1,ModelElevator,3,Tier 3,static — empty setupAnim,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,elevator.geo.json,shipped,yes,elevator.animation.json,elevator.bbmodel,SPEC.md,5,5,0,10,10,1,0.25,pin,s4_model_proofs.json,,0,none (Tier 3: a static rig; the only motion is a whole-body hit wobble done by the renderer),0,seed (owner-set),ElevatorRenderer;ElevatorGeoReplacement,
king_head,KingHead,MISC,19.9,10,ModelKingHead,3,Tier 3,static — empty setupAnim,classic only,"Tier 3 model ModelKingHead: a head sidecar — its renderer refuses to draw (shouldRender false); an invisible gaze/damage hitbox, so it renders nothing and takes no artist work; no geo landed",,none,,,,,,,,1,1,1,0,pin,,,,,,,KingHeadRenderer,
queen_head,QueenHead,MISC,19.9,10,ModelQueenHead,3,Tier 3,static — empty setupAnim,classic only,"Tier 3 model ModelQueenHead: a head sidecar — its renderer refuses to draw (shouldRender false); an invisible gaze/damage hitbox, so it renders nothing and takes no artist work; no geo landed",,none,,,,,,,,1,1,1,0,pin,,,,,,,QueenHeadRenderer,
godzilla_head,GodzillaHead,MISC,9.9,10,ModelGodzillaHead,3,Tier 3,static — empty setupAnim,classic only,"Tier 3 model ModelGodzillaHead: a head sidecar — its renderer refuses to draw (shouldRender false); an invisible gaze/damage hitbox, so it renders nothing and takes no artist work; no geo landed",,none,,,,,,,,1,1,1,0,pin,,,,,,,GodzillaHeadRenderer,
purple_power,PurplePower,MISC,0.75,0.75,ModelPurplePower,3,Tier 3,gait-scaled — non-cyclic pose/head or inherited gait inputs,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,purplepower.geo.json,shipped,yes,purplepower.animation.json,purple_power.bbmodel,SPEC.md,27,18,0,5,5,1,0.825,pin,s4_model_proofs.json,,0,none (Tier 3: code-driven spinning rings; render-instance clones),0,seed (owner-set),PurplePowerRenderer;PurplePowerGeoReplacement,
rock_base,RockBase,MISC,0.25,0.15,ModelRockBase,3,Tier 3,static — setupAnim contains no changing part transform,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,rockbase.geo.json,shipped,yes,rockbase.animation.json,rock_base.bbmodel,SPEC.md,22,22,0,10,10,1,0,pin,s4_model_proofs.json,,0,none (Tier 3: no motion; the pose is which cubes are visible),0,seed (owner-set),RockBaseRenderer;RockBaseGeoReplacement,
spider_robot,SpiderRobot,MISC,3.25,2.25,ModelSpiderRobot,0,Tier 0,FK-chained — external server-authoritative gait/IK solver,excluded,"Tier 0 (ModelSpiderRobot): solver-fed / native rig, no artist conversion",,none,,,,,,,,1,1,1,0.99,pin,,spider_robot,,,,,SpiderRobotRenderer,
cephadrome,Cephadrome,AMBIENT,2.5,2.25,ModelCephadrome,1,Tier 1 (boss),state-branching — setupAnim branches on entity state,classic only,"Tier 1 model ModelCephadrome; no geo landed yet — packaged from the reference leg's converter output (reference_cephadrome.geo.json: the rig is not yet in-game, its bone names final)",reference_cephadrome.geo.json,reference-leg converter output,no,,cephadrome.bbmodel,SPEC.md,50,50,0,1,1,1,1.25,pin,reference_model_proofs.json,,15,"full contract (Tier 1, the state-branching class: geckolib_migration_design.md section 5) with the §8.1 locks; the rig is not yet in-game (it lands through the seam in a later slice)",39.5,generator: 8 h + 0.15 h/bone x 50 + 1.5 h/clip x 16 to author or improve (owner adjusts),CephadromeRenderer,
red_cow,RedCow,MISC,0.9,1.3,CowModel (vanilla),0,Tier 0,vanilla model reuse,excluded,"Tier 0: a vanilla CowModel drawn by RedCowRenderer (the design's 'Vanilla-model reuse' table): no OreSpawn rig to convert, no artist work",,none,,,,,,,,1,1,1,0.7,pin,,,,,,,RedCowRenderer,
crystal_cow,CrystalCow,CREATURE,0.9,1.3,CowModel (vanilla),0,Tier 0,vanilla model reuse,excluded,"Tier 0: a vanilla CowModel drawn by CrystalCowRenderer (the design's 'Vanilla-model reuse' table): no OreSpawn rig to convert, no artist work",,none,,,,,,,,1,1,1,0.7,pin,,,,,,,CrystalCowRenderer,
gold_cow,GoldCow,CREATURE,0.9,1.3,CowModel (vanilla),0,Tier 0,vanilla model reuse,excluded,"Tier 0: a vanilla CowModel drawn by GoldCowRenderer (the design's 'Vanilla-model reuse' table): no OreSpawn rig to convert, no artist work",,none,,,,,,,,1,1,1,0.7,pin,,,,,,,GoldCowRenderer,
apple_cow,AppleCow,CREATURE,0.9,1.3,CowModel (vanilla),0,Tier 0,vanilla model reuse,excluded,"Tier 0: a vanilla CowModel drawn by AppleCowRenderer (the design's 'Vanilla-model reuse' table): no OreSpawn rig to convert, no artist work",,none,,,,,,,,1,1,,,no pin,,,,,,,AppleCowRenderer,
golden_apple_cow,GoldenAppleCow,CREATURE,0.9,1.3,CowModel (vanilla),0,Tier 0,vanilla model reuse,excluded,"Tier 0: a vanilla CowModel drawn by GoldenAppleCowRenderer (the design's 'Vanilla-model reuse' table): no OreSpawn rig to convert, no artist work",,none,,,,,,,,1,1,,,no pin,,,,,,,GoldenAppleCowRenderer,
enchanted_apple_cow,EnchantedAppleCow,CREATURE,0.9,1.3,CowModel (vanilla),0,Tier 0,vanilla model reuse,excluded,"Tier 0: a vanilla CowModel drawn by EnchantedAppleCowRenderer (the design's 'Vanilla-model reuse' table): no OreSpawn rig to convert, no artist work",,none,,,,,,,,1,1,,,no pin,,,,,,,EnchantedAppleCowRenderer,
ruby_bird,RubyBird,CREATURE,0.5,0.5,ModelCockateil,2,Tier 2,simple cyclic — time/phase-driven trigonometric pose,landed candidate,behind -Dorespawn.dev.geckolibRenderers=candidate,cockateil.geo.json,shipped,yes,cockateil.animation.json,ruby_bird.bbmodel,SPEC.md,16,16,6,6,6,0.75,0.225,pin,,,0,"full contract (Tier 2, the simple-cyclic class: geckolib_migration_design.md section 5)",11.2,generator: 4 h + 0.2 h/bone x 16 + 1 h/clip x 4 to author or improve (owner adjusts),CockateilRenderer;RubyBirdGeoReplacement;CockateilGeoReplacement,
spider_driver,SpiderDriver,MISC,1.4,0.9,SpiderModel (vanilla),0,Tier 0,vanilla model reuse,excluded,"Tier 0: a vanilla SpiderModel drawn by SpiderDriverRenderer (the design's 'Vanilla-model reuse' table): no OreSpawn rig to convert, no artist work",,none,,,,,,,,1,1,1,1,pin,,,,,,,SpiderDriverRenderer,
better_fireball,BetterFireball,MISC,1,1,,,no tier (not in the G0 inventory),,excluded,"projectile (extends LargeFireball): no rig, no artist work",,none,,,,,,,,0,0,,,no pin,,,,,,,,
bertha_hit,BerthaHit,MISC,0.33,0.33,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,,0,not_applicable,,,,,,,NoopProjectileRenderer,
cage,EntityCage,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
thrown_rock,EntityThrownRock,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
ink_sack,InkSack,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
laser_ball,LaserBall,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
